sar_id,typology,country,risk_score,narrative
SAR21558,Structuring,RU,0.79,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21559,Trade Based Money Laundering,RU,0.96,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21560,Layering,RU,0.91,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21561,Trade Based Money Laundering,UK,0.68,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21562,Rapid Movement of Funds,RU,0.77,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21563,Rapid Movement of Funds,NG,0.71,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21564,Round Tripping,AE,0.73,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21565,Trade Based Money Laundering,AE,0.74,Large sums were moved across several jurisdictions within short time intervals.
SAR21566,Crypto Laundering,KY,0.95,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21567,Mule Account,UK,0.8,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21568,Structuring,RU,0.77,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21569,Crypto Laundering,IN,0.9,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21570,Mule Account,SG,0.69,Large sums were moved across several jurisdictions within short time intervals.
SAR21571,Structuring,RU,0.85,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21572,Round Tripping,AE,0.92,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21573,Rapid Movement of Funds,RU,0.73,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21574,Shell Company Transfers,RU,0.71,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21575,Mule Account,UK,0.96,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21576,Round Tripping,RU,0.72,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21577,Trade Based Money Laundering,KY,0.7,Large sums were moved across several jurisdictions within short time intervals.
SAR21578,Round Tripping,AE,0.79,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21579,Rapid Movement of Funds,IN,0.72,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21580,Layering,SG,0.98,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21581,Shell Company Transfers,IN,0.8,Large sums were moved across several jurisdictions within short time intervals.
SAR21582,Rapid Movement of Funds,UK,0.79,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21583,Rapid Movement of Funds,UK,0.82,Large sums were moved across several jurisdictions within short time intervals.
SAR21584,Crypto Laundering,AE,0.77,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21585,Layering,KY,0.68,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21586,Layering,UK,0.8,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21587,Trade Based Money Laundering,KY,0.78,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21588,Rapid Movement of Funds,RU,0.82,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21589,Mule Account,KY,0.85,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21590,Trade Based Money Laundering,UK,0.76,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21591,Shell Company Transfers,SG,0.84,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21592,Round Tripping,US,0.74,Large sums were moved across several jurisdictions within short time intervals.
SAR21593,Mule Account,KY,0.88,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21594,Trade Based Money Laundering,NG,0.89,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21595,Mule Account,KY,0.89,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21596,Shell Company Transfers,AE,0.87,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21597,Crypto Laundering,NG,0.83,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21598,Layering,NG,0.86,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21599,Shell Company Transfers,AE,0.73,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21600,Shell Company Transfers,SG,0.95,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21601,Crypto Laundering,RU,0.76,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21602,Crypto Laundering,RU,0.89,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21603,Round Tripping,US,0.94,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21604,Structuring,IN,0.7,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21605,Layering,IN,0.86,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21606,Mule Account,IN,0.69,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21607,Crypto Laundering,AE,0.69,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21608,Rapid Movement of Funds,UK,0.94,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21609,Shell Company Transfers,SG,0.87,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21610,Crypto Laundering,SG,0.66,Large sums were moved across several jurisdictions within short time intervals.
SAR21611,Round Tripping,SG,0.97,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21612,Mule Account,RU,0.89,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21613,Rapid Movement of Funds,KY,0.72,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21614,Rapid Movement of Funds,KY,0.72,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21615,Crypto Laundering,SG,0.93,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21616,Round Tripping,US,0.84,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21617,Shell Company Transfers,AE,0.67,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21618,Mule Account,RU,0.74,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21619,Mule Account,US,0.95,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21620,Structuring,KY,0.97,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21621,Round Tripping,SG,0.84,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21622,Layering,RU,0.9,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21623,Round Tripping,NG,0.69,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21624,Layering,KY,0.98,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21625,Structuring,RU,0.76,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21626,Layering,UK,0.94,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21627,Structuring,NG,0.69,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21628,Round Tripping,UK,0.72,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21629,Trade Based Money Laundering,RU,0.7,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21630,Mule Account,AE,0.78,Large sums were moved across several jurisdictions within short time intervals.
SAR21631,Trade Based Money Laundering,RU,0.73,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21632,Crypto Laundering,NG,0.75,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21633,Trade Based Money Laundering,RU,0.97,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21634,Mule Account,UK,0.78,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21635,Round Tripping,IN,0.79,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21636,Layering,IN,0.76,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21637,Shell Company Transfers,AE,0.98,Large sums were moved across several jurisdictions within short time intervals.
SAR21638,Shell Company Transfers,NG,0.87,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21639,Round Tripping,NG,0.71,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21640,Round Tripping,US,0.93,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21641,Structuring,RU,0.83,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21642,Layering,NG,0.86,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21643,Structuring,IN,0.79,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21644,Crypto Laundering,NG,0.75,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21645,Crypto Laundering,NG,0.67,Large sums were moved across several jurisdictions within short time intervals.
SAR21646,Shell Company Transfers,KY,0.66,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21647,Rapid Movement of Funds,SG,0.69,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21648,Trade Based Money Laundering,US,0.77,Large sums were moved across several jurisdictions within short time intervals.
SAR21649,Rapid Movement of Funds,NG,0.84,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21650,Trade Based Money Laundering,IN,0.76,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21651,Mule Account,US,0.87,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21652,Rapid Movement of Funds,RU,0.74,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21653,Round Tripping,NG,0.66,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21654,Rapid Movement of Funds,US,0.89,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21655,Mule Account,NG,0.76,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21656,Shell Company Transfers,KY,0.97,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21657,Mule Account,US,0.92,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21658,Shell Company Transfers,RU,0.81,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21659,Mule Account,UK,0.84,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21660,Mule Account,UK,0.75,Large sums were moved across several jurisdictions within short time intervals.
SAR21661,Rapid Movement of Funds,KY,0.98,Large sums were moved across several jurisdictions within short time intervals.
SAR21662,Rapid Movement of Funds,IN,0.88,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21663,Shell Company Transfers,IN,0.95,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21664,Structuring,SG,0.93,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21665,Rapid Movement of Funds,UK,0.82,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21666,Mule Account,IN,0.87,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21667,Round Tripping,AE,0.86,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21668,Mule Account,NG,0.77,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21669,Mule Account,SG,0.81,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21670,Rapid Movement of Funds,US,0.7,Large sums were moved across several jurisdictions within short time intervals.
SAR21671,Shell Company Transfers,AE,0.76,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21672,Rapid Movement of Funds,NG,0.82,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21673,Crypto Laundering,RU,0.84,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21674,Layering,RU,0.65,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21675,Trade Based Money Laundering,AE,0.69,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21676,Round Tripping,AE,0.78,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21677,Crypto Laundering,US,0.67,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21678,Trade Based Money Laundering,KY,0.96,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21679,Trade Based Money Laundering,UK,0.69,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21680,Crypto Laundering,SG,0.76,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21681,Rapid Movement of Funds,UK,0.9,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21682,Round Tripping,US,0.92,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21683,Mule Account,SG,0.68,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21684,Structuring,NG,0.77,Large sums were moved across several jurisdictions within short time intervals.
SAR21685,Shell Company Transfers,KY,0.91,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21686,Crypto Laundering,SG,0.68,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21687,Layering,UK,0.78,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21688,Structuring,SG,0.83,Large sums were moved across several jurisdictions within short time intervals.
SAR21689,Mule Account,AE,0.74,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21690,Trade Based Money Laundering,NG,0.8,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21691,Round Tripping,RU,0.67,Large sums were moved across several jurisdictions within short time intervals.
SAR21692,Trade Based Money Laundering,RU,0.83,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21693,Round Tripping,UK,0.66,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21694,Crypto Laundering,UK,0.72,Large sums were moved across several jurisdictions within short time intervals.
SAR21695,Round Tripping,KY,0.85,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21696,Crypto Laundering,UK,0.77,Large sums were moved across several jurisdictions within short time intervals.
SAR21697,Layering,US,0.9,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21698,Crypto Laundering,SG,0.67,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21699,Layering,US,0.76,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21700,Round Tripping,US,0.93,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21701,Trade Based Money Laundering,RU,0.98,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21702,Round Tripping,NG,0.79,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21703,Round Tripping,AE,0.7,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21704,Crypto Laundering,KY,0.92,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21705,Rapid Movement of Funds,US,0.83,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21706,Crypto Laundering,IN,0.78,Large sums were moved across several jurisdictions within short time intervals.
SAR21707,Crypto Laundering,US,0.9,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21708,Trade Based Money Laundering,SG,0.87,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21709,Rapid Movement of Funds,UK,0.92,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21710,Structuring,RU,0.75,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21711,Round Tripping,NG,0.94,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21712,Layering,US,0.68,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21713,Mule Account,IN,0.76,Large sums were moved across several jurisdictions within short time intervals.
SAR21714,Round Tripping,SG,0.68,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21715,Structuring,RU,0.91,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21716,Crypto Laundering,US,0.78,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21717,Crypto Laundering,UK,0.95,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21718,Rapid Movement of Funds,IN,0.95,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21719,Round Tripping,RU,0.81,Large sums were moved across several jurisdictions within short time intervals.
SAR21720,Layering,UK,0.96,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21721,Round Tripping,RU,0.79,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21722,Mule Account,AE,0.68,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21723,Rapid Movement of Funds,US,0.9,Large sums were moved across several jurisdictions within short time intervals.
SAR21724,Structuring,US,0.94,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21725,Shell Company Transfers,RU,0.82,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21726,Layering,US,0.97,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21727,Round Tripping,AE,0.87,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21728,Mule Account,US,0.7,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21729,Shell Company Transfers,KY,0.84,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21730,Round Tripping,SG,0.79,Large sums were moved across several jurisdictions within short time intervals.
SAR21731,Crypto Laundering,RU,0.7,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21732,Rapid Movement of Funds,AE,0.85,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21733,Shell Company Transfers,RU,0.77,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21734,Rapid Movement of Funds,AE,0.8,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21735,Mule Account,IN,0.83,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21736,Crypto Laundering,NG,0.97,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21737,Trade Based Money Laundering,SG,0.91,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21738,Shell Company Transfers,SG,0.77,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21739,Layering,SG,0.93,Large sums were moved across several jurisdictions within short time intervals.
SAR21740,Mule Account,SG,0.9,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21741,Trade Based Money Laundering,IN,0.86,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21742,Round Tripping,UK,0.79,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21743,Shell Company Transfers,AE,0.85,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21744,Crypto Laundering,US,0.77,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21745,Crypto Laundering,KY,0.96,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21746,Shell Company Transfers,AE,0.96,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21747,Trade Based Money Laundering,UK,0.97,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21748,Layering,NG,0.79,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21749,Layering,US,0.81,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21750,Mule Account,RU,0.67,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21751,Mule Account,KY,0.71,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21752,Shell Company Transfers,SG,0.77,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21753,Structuring,AE,0.95,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21754,Shell Company Transfers,NG,0.73,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21755,Round Tripping,UK,0.77,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21756,Layering,US,0.85,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21757,Structuring,AE,0.71,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21758,Round Tripping,US,0.98,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21759,Structuring,RU,0.72,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21760,Round Tripping,RU,0.85,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21761,Round Tripping,KY,0.89,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21762,Rapid Movement of Funds,SG,0.98,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21763,Crypto Laundering,UK,0.81,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21764,Structuring,UK,0.98,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21765,Mule Account,SG,0.8,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21766,Structuring,NG,0.9,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21767,Structuring,IN,0.84,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21768,Round Tripping,UK,0.77,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21769,Shell Company Transfers,KY,0.74,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21770,Structuring,RU,0.72,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21771,Crypto Laundering,NG,0.75,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21772,Crypto Laundering,KY,0.83,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21773,Rapid Movement of Funds,UK,0.89,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21774,Trade Based Money Laundering,US,0.66,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21775,Crypto Laundering,RU,0.94,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21776,Trade Based Money Laundering,NG,0.77,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21777,Structuring,UK,0.74,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21778,Shell Company Transfers,AE,0.7,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21779,Shell Company Transfers,IN,0.91,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21780,Rapid Movement of Funds,RU,0.72,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21781,Layering,RU,0.83,Funds were sent to accounts linked to shell companies lacking operational presence.
SAR21782,Mule Account,AE,0.81,The subject conducted multiple transactions just below reporting thresholds indicating structuring behavior.
SAR21783,Layering,UK,0.79,The transaction chain indicates round-tripping behavior where funds return to the originating entity.
SAR21784,Crypto Laundering,AE,0.97,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21785,Rapid Movement of Funds,KY,0.71,Large sums were moved across several jurisdictions within short time intervals.
SAR21786,Mule Account,US,0.94,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21787,Round Tripping,AE,0.77,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21788,Round Tripping,NG,0.92,Large sums were moved across several jurisdictions within short time intervals.
SAR21789,Layering,SG,0.76,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21790,Mule Account,UK,0.88,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21791,Rapid Movement of Funds,KY,0.89,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21792,Shell Company Transfers,SG,0.93,Trade transactions appear inconsistent with the customer's stated business profile.
SAR21793,Trade Based Money Laundering,NG,0.9,Funds were rapidly transferred through multiple intermediary accounts suggesting layering activity.
SAR21794,Structuring,KY,0.9,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21795,Trade Based Money Laundering,NG,0.89,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21796,Structuring,RU,0.66,Large sums were moved across several jurisdictions within short time intervals.
SAR21797,Rapid Movement of Funds,UK,0.91,Account activity suggests involvement of mule accounts receiving and forwarding funds rapidly.
SAR21798,Structuring,AE,0.86,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
SAR21799,Structuring,NG,0.78,Transfers were directed toward cryptocurrency exchanges in high-risk jurisdictions.
